"Service","VPC($)","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","Service Catalog($)","Cost Explorer($)","Secrets Manager($)","Route 53($)","Key Management Service($)","S3($)","SQS($)","SNS($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","CloudTrail($)","Glue($)","CloudWatch($)","CloudFormation($)","Total costs($)"
"2025-01-24","4.6800022297","2.1000029601","1.7854935326","1.1472528043","0.0042","0.08","0.0259564512","","0.000549","0.0011006256","0.000004","0.00001","0.0000020056","0.0000014349","","0","0","","","9.824575044"
"2025-01-25","4.6808717444","2.1000040486","1.7911904539","1.1472374257","0.0042","0.09","0.0259564512","","0.000534","0.0009201858","0.0000028","0.0000095","0.0000015057","0.0000014349","","0","0","","","9.8409295502"
"2025-01-26","4.6800024341","2.1000018699","1.7854924054","1.147516317","0.0049","0.11","0.0259864512","","0.000486","0.0011931138","0.000004","0.00001","0.0000017542","0.0000019128","","0","0","","","9.8555962584"
"2025-01-27","4.68000286","2.1000028249","1.7856644387","1.1472557874","0.0035","0.08","0.0259714512","","0.000612","0.0010993813","0.0000044","0.00001","0.0000017591","0.0000014349","","0","0","","","9.8241263375"
"2025-01-28","4.6800063432","2.1000023213","1.7854947","1.1472577521","0.0042","0.15","0.0259564512","","0.000606","0.0012191076","0.0000044","0.000012","0.0000015057","0.0000014349","","0","0","","","9.894762016"
"2025-01-29","4.6800069855","2.1000031639","1.7856645012","1.1475582176","0.0042","0.09","0.0259564512","","0.0006","0.0010244436","0.0000048","0.0000105","0.0000017591","0.0000019128","","0","0","","","9.8350327349"
"2025-01-30","4.680841371","2.1000021558","1.785490855","1.1472481824","0.0042","0.11","0.0259864512","","0.0006","0.0011044063","0.000004","0.00001","0.0000017532","0.0000014349","","0","0","","","9.8554906098"
"2025-01-31","4.6800105297","2.1000030406","1.7856649489","1.1477994069","0.0035","0.09","0.0259414512","","0.000585","0.0011001981","0.000004","0.0000115","0.0000015057","0.0000014349","","0","0","","","9.834623016"
"2025-02-01","4.6800144508","2.1000018745","1.8327747747","1.1472371226","0","0.08","0.0287364288","0.1","0.000282","0.0012709377","0.0000036","0","0.0000017586","0.0000019128","","0","0","","","9.9703248605"
"2025-02-02","4.6800146736","2.1000027654","1.8329436418","1.1472327161","0","0.11","0.0287064288","","0.0006","0.0011456282","0.000004","0","0.0000015008","0.0000014349","","0","0","","","9.9006527896"
"2025-02-03","4.680858479","2.1000018967","1.8327749413","1.1472459341","0","0.09","0.0287514288","","0.0006","0.0012588678","0.0000036","0","0.0000017591","0.0000019128","","0","0","","","9.8814988196"
"2025-02-04","4.6800188343","2.1000025963","1.8349119354","1.1472519097","0","0.09","0.0287814288","","0.000606","0.0012009298","0.0000036","0","0.0000015057","0.0000014349","","0","0","","","9.8827801749"
"2025-02-05","4.6800141883","2.1000019939","1.8363442823","1.1472466725","0","0.09","0.0287514288","","0.0006","0.0009471346","0.0000036","0","0.0000020066","0.0000014349","","0","0","","","9.8839127419"
"2025-02-06","4.6800134927","2.1000029941","1.832943457","1.1472649414","0","0.1","0.0287214288","","0.000594","0.0011214137","0.0000036","0","0.0000015052","0.0000014349","","0","0","","","9.8906682678"
"2025-02-07","4.6800105788","2.1000024996","1.8327759173","1.1475808561","0","0.09","0.0287814288","","0.0006","0.0010747764","0.0000048","0","0.0000015047","0.0000014349","","0","0","","","9.8808337966"
"2025-02-08","4.6808637057","2.1000042118","1.832948471","1.1472373681","0","0.13","0.0287364288","","0.000594","0.0012229734","0.000004","0","0.0000015052","0.0000019128","","0","0","","","9.9216145768"
"2025-02-09","4.680011297","2.100001828","1.8327716877","1.1472467117","0","0.09","0.0287064288","","0.0006","0.0011380072","0.0000044","0","0.0000015057","0.0000014349","","0","0","","","9.880483301"
"2025-02-10","4.680015406","2.1000026854","1.8329456734","1.1475498908","0.0042","0.09","0.0287514288","","0.000612","0.0012125773","0.0000044","0.0000095","0.0000017542","0.0000019128","","0","0","","","9.8853072287"
"2025-02-11","4.6800109783","2.1000020185","1.8327740589","1.1475523363","0.0042","0.08","0.0287214288","","0.000606","0.0010367225","0.0000056","0.0000095","0.0000017591","0.0000014349","","0","0","","","9.8749218373"
"2025-02-12","4.6808527406","2.1000037075","1.8329463749","1.1472483428","0.0042","0.11","0.0287214288","","0.000594","0.001043482","0.000004","0.00001","0.0000015057","0.0000014349","","0","0","","","9.9056270172"
"2025-02-13","4.680011237","2.1000036256","1.9353106031","1.147528657","0.0042","0.09","0.0287214288","","0.00114","0.0010669769","0.0000036","0.0000105","0.0000017532","0.0000019128","","0","0","","","9.9880002944"
"2025-02-14","4.6800086677","2.1000027418","2.0221371813","1.1478364655","0.0028","0.09","0.0286914288","","0.000786","0.0009446379","0.000004","0.0000085","0.0000015057","0.0000014349","","0","0","","","10.0732225636"
"2025-02-15","4.6800106106","2.1000022608","2.0220685202","1.1472375974","0.0035","0.09","0.0286914288","","0.000744","0.0010479905","0.000004","0.000008","0.0000017591","0.0000014349","","0","0","","","10.0733176023"
"2025-02-16","4.6800116403","2.1000027017","2.0222398004","1.1472333146","0.0042","0.1","0.0287064288","","0.000672","0.0009500052","0.0000036","0.0000095","0.0000020071","0.0000014349","","0","0","","","10.084032433"
"2025-02-17","4.6800105071","2.1000024251","2.0220724592","1.1472400093","0.0042","0.09","0.0286914288","","0.00069","0.0010383759","0.0000028","0.0000075","0.0000015057","0.0000019128","","0","0","","","10.0739589239"
"2025-02-18","4.6800075765","2.1000026463","2.022241563","1.1472686892","0.0049","0.09","0.0287064288","","0.00072","0.0009697467","0.0000032","0.0000085","0.0000015052","0.0000014349","","0","0","","","10.0748312906"
"2025-02-19","4.6800115031","2.1000023431","2.0220690008","1.1475505332","0.0049","0.09","0.0287064288","","0.000702","0.0009575563","0.0000032","0.0000085","0.0000015052","0.0000014349","","0","0","","","10.0749140054"
"2025-02-20","4.6808518911","2.1000043513","2.0222404479","1.14730117","0.0042","0.09","0.0286914288","","0.000783","0.0010567358","0.0000032","0.0000105","0.0000020066","0.0000019128","","0","0","","0","10.0751466443"
"2025-02-21","4.6808887419","2.1000017701","2.0220679471","1.1472931792","0.0035","0.1","0.0286764288","","0.000753","0.0009473263","0.0000028","0.000008","0.0000017542","0.0000019128","","0","0","","","10.0841428604"
"2025-02-22","4.6800067582","2.1000025326","2.0222412641","1.1472383159","0.0035","0.09","0.0286764288","","0.000681","0.0009403833","0.0000028","0.0000085","0.0000015057","0.0000014349","","0","0","","","10.0733009235"
"2025-02-23","4.6800138176","2.1000018704","2.0220711711","1.1472299935","0.0049","0.09","0.0286914288","","0.000681","0.0009629736","0.0000028","0.000008","0.0000017591","0.0000014349","","0","0","","","10.074566249"
"2025-02-24","4.6800094487","2.1000026265","2.0222412289","1.1472884307","0.0042","0.09","0.0287114288","","0.00069","0.000885947","0.0000028","0.000008","0.0000015052","0.0000014349","","0","0","","","10.0740428507"
"2025-02-25","4.6800077288","2.1000018703","2.0240673644","1.147438634","0.0035","0.1","0.0286764288","","0.000723","0.0009508912","0.0000024","0.0000075","0.0000017591","0.0000014349","","0","0","","","10.0853790115"
"2025-02-26","4.6800087288","2.100002583","2.0258323797","1.1472452334","0.0049","0.23","0.0286764288","","0.000717","0.0010047569","0.0000024","0.0000065","0.0000015057","0.0000014349","","0","0","","","10.2183989512"
"2025-02-27","4.680863133","2.1000022867","2.0220710971","1.1475957939","0.0042","0.09","0.0287064288","","0.000735","0.0008373767","0.000002","0.000006","0.0000015057","0.0000014349","","0","0","","","10.0750220568"
"2025-02-28","4.6808880456","2.100003004","2.0222412994","1.1473155326","0.0042","0.11","0.0286464288","","0.000681","0.0008180778","0.0000028","0.0000065","0.0000015052","0.0000009566","","0","0","","","10.09480515"
"2025-03-01","4.6800139615","2.1000018091","1.9564674253","1.1473696727","0","0.08","0.0259114512","0.5","0.000138","0.0007146155","0.0000024","0","0.0000015052","0.0000019128","","0","0","","","10.4906227533"
"2025-03-02","4.6800067563","2.1000024959","1.9566386853","1.1477490851","0","0.09","0.0258964512","","0.000663","0.0008741434","0.0000036","0","0.0000015042","0.0000009566","","0","0","","","10.001836678"
"2025-03-03","4.6800073493","2.1000019899","1.9564692159","1.1475218471","0","0.09","0.0258964512","","0.000732","0.0008003787","0.0000024","0","0.0000012572","0.0000014349","","0","0","","","10.0014343242"
"2025-03-04","4.6800107979","2.100003057","1.956643502","1.147249891","0","0.09","0.0258964512","","0.000693","0.0008254198","0.0000028","0","0.0000015052","0.0000014349","","0","0","","","10.001327859"
"2025-03-05","4.680010774","2.1000030369","1.9564743698","1.1472634875","0","0.11","0.0259114512","","0.000726","0.0008082272","0.0000024","0","0.0000015057","0.0000014349","","0","0","","","10.0212026872"
"2025-03-06","4.6800108993","2.1000028326","1.9601905899","1.1475195243","0","0.08","0.0258814512","","0.000654","0.0007095551","0.000002","0","0.0000010033","0.0000009566","","0","0","","","9.9949728123"
"2025-03-07","4.6800072383","2.1000021691","1.9584992238","1.1472511379","0","0.09","0.0258814512","","0.000654","0.0007057666","0.0000024","0","0.0000015057","0.0000014349","","0","0","","","10.0030063275"
"2025-03-08","4.6808496897","2.1000028588","1.9601919774","1.1472551696","0","0.09","0.0258814512","","0.000654","0.0007219741","0.000002","0","0.0000012523","0.0000014349","","0","0","","","10.005561808"
"2025-03-09","4.6808471947","2.100002081","1.9564690513","1.1472318127","0","0.12","0.0258964512","","0.000642","0.0007523821","0.0000016","0.000006","0.0000015057","0.0000009566","","0","0","","","10.0318510353"
"2025-03-10","4.6800072367","2.1000029861","1.9566407152","1.1472454028","0.0042","0.11","0.0258814512","","0.000645","0.0007257674","0.000002","0.000004","0.0000010038","0.0000009566","","0","0","","","10.0253565198"
"2025-03-11","4.6800128666","2.1000019071","1.9564698185","1.1472560044","0.0042","0.09","0.0248061824","","0.000645","0.000693905","0.000002","0.000005","0.0000015057","0.0000014349","","0","0","","","10.0040956246"
"2025-03-12","4.6800138653","2.100002791","1.9566435833","1.1472437022","0.0028","0.09","0.0258814512","","0.000663","0.0006346159","0.0000024","0.000005","0.0000010033","0.0000009566","","0","0","","","10.0038923688"
"2025-03-13","4.6800138687","2.1000021282","1.9564715436","1.147235444","0.0042","0.1","0.0258814512","","0.000645","0.0006994652","0.0000016","0.0000045","0.0000012572","0.0000014349","","0","0","","","10.015157693"
"2025-03-14","4.680014001","2.1000025043","1.9566411018","1.1472305592","0.0035","0.09","0.0258814512","","0.000633","0.0009054316","0.000002","0.000005","0.0000015057","0.0000014349","","0","0","","","10.0048179897"
"2025-03-15","4.6800133683","2.1000021341","1.9564692095","1.1472314751","0.0035","0.09","0.0258964512","","0.000654","0.0006320203","0.0000024","0.0000045","0.0000012523","0.0000009566","","0","0","","","10.0044077674"
"2025-03-16","4.6800137635","2.1000024467","1.9566413643","1.1472274113","0.0035","0.11","0.0258664512","","0.000645","0.0007111319","0.0000016","0.000005","0.0000010038","0.0000014349","","0","0","","","10.0246166076"
"2025-03-17","4.6808651621","2.1000016765","1.9564688049","1.1472587412","0.0042","0.08","0.0258664512","","0.000498","0.0006188146","0.0000024","0.000004","0.0000012572","0.0000009566","","0","0","","","9.9957862643"
"2025-03-18","4.6800145254","2.1000025274","1.9566419299","1.1472574525","0.0028","0.11","0.0258364512","","0.000333","0.0004591157","0.0000012","0.0000025","0.0000005019","0.0000004782","","0","0","","","10.0233496822"
"2025-03-19","4.6800136639","2.1000020756","1.9564723478","1.1472820983","0.0021","0.08","0.0258064512","","0.000324","0.0004345692","","0.0000015","0.0000002534","","","0","0","","","9.9924369594"
"2025-03-20","4.6800130148","2.1000026505","1.9566430912","1.1475516356","0.0007","0.08","0.0258064512","","0.000315","0.0002711495","","","","0.0000004782","","0","0","","","9.991303471"
"2025-03-21","4.6800181151","2.1000023546","1.9564735621","1.1472469829","","0.1","0.0258064512","","0.000294","0.0002585957","","","","","","0","","","","10.0101000616"
"2025-03-22","4.6800171468","2.1000037576","1.9566461158","1.1472516973","","0.08","0.0258064512","","0.000294","0.0002607108","","","","","","0","","","","9.9902798795"
"2025-03-23","4.6800166919","2.1000021948","1.956470031","1.1472253448","","0.08","0.0258064512","","0.000315","0.0002853297","","","","","","0","","","","9.9901210434"
"2025-03-24","4.6800147113","2.1000026531","1.9566404257","1.1472388028","0.0007","0.1","0.0258064512","","0.000315","0.0002664868","","","","0.0000004782","","0","0","","","10.0109850091"
"2025-03-25","4.6800142684","2.1000017426","1.9564705558","1.1472463114","","0.08","0.0258064512","","0.000294","0.0002500752","0.0000004","","","","","0","","","","9.9900838046"
"2025-03-26","4.6800087468","2.1000025616","1.9602124123","1.1475328185","","0.08","0.0258064512","","0.000294","0.0002599312","","","","","","0","","","","9.9941169216"
"2025-03-27","4.6800122319","2.1000017595","1.9585217731","1.1472549001","","0.1","0.0258064512","","0.000294","0.0002656643","","","","","","0","0","","","10.0121567801"
"2025-03-28","4.6800119273","2.1000027165","1.9566403243","1.1472736344","0.0007","0.08","0.0258064512","","0.000399","0.0002853193","","","","","","0","","","0","9.991119373"
"2025-03-29","4.6800133284","2.1000022658","1.9564716092","1.1472459522","","0.08","0.0258064512","","0.00042","0.0002466221","","","","","","0","","","","9.9902062289"
"2025-03-30","4.6808592231","2.1000029355","1.9566425825","1.1472363212","","0.1","0.0258064512","","0.00042","0.0002539926","","","","","","0","","","","10.0112215061"
"2025-03-31","4.6800170123","2.100001748","1.956467615","1.1472579704","","0.08","0.0258064512","","0.00042","0.0002653135","","","","","","0","","","","9.9902361104"
"2025-04-01","4.680018737","2.1000024784","1.9770513832","1.1472578974","0","0.08","0.0266666664","0.1","0","0.0002671742","0.0000004","0","","","","0","","","","10.1112647366"
"2025-04-02","4.6800180303","2.1000018654","1.9825386387","1.1472507701","","0.08","0.0255555553","","0.000462","0.0002959127","","","","","","0","","","","10.0161227725"
"2025-04-03","4.680015362","2.1000027976","1.9770486944","1.147844319","","0.1","0.0266666664","","0.00042","0.00025427","","","","","","0","","","","10.0322521094"
"2025-04-04","4.6800127797","2.1000021861","1.9768808267","1.1472842096","","0.1","0.0266666664","","0.000441","0.0002606117","","","","","","0","","","","10.0315482802"
"2025-04-05","4.680010642","2.1000030646","1.9770494735","1.1472409494","0","0.11","0.0266666664","","0.000441","0.0002895571","","","0.0000002485","","","0","0","","","10.0417016015"
"2025-04-06","4.6808699946","2.1000019465","1.9768783101","1.1472290769","","0.08","0.0266666664","","0.000462","0.0002617492","","","","","","0","","","","10.0123697437"
"2025-04-07","4.6800167475","2.1000028801","1.9770510527","1.147246329","","0.08","0.0266666664","","0.000462","0.0002805265","","","","","","0","","","","10.0117262022"
"2025-04-08","4.6808487552","1.9423326249","1.9804536359","1.1472754654","","0.1","0.0266666664","","0.00042","0.0002683143","","","","","","0","","","","9.8782654621"
"2025-04-09","4.6800304053","2.1000035313","1.9770506044","1.1472448745","","0.11","0.0255555553","","0.000441","0.0002608354","","","0.0000002485","","","0","0","","","10.0405870547"
"2025-04-10","4.6800235642","2.1000025183","1.9768778912","1.1472577785","0","0.08","0.0266816664","","0.000441","0.0002709415","0.0000004","","0.0000002485","","","0","0","","","10.0115560086"
"2025-04-11","4.6800273837","2.0711280545","1.9770538159","1.1472473604","0","0.08","0.0266666664","","0.000462","0.0002834908","0.0000004","0.000001","","","","0","","","","9.9828701717"
"2025-04-12","4.6800235429","2.1000025749","1.9768776789","1.1472446176","","0.08","0.0266666664","","0.00042","0.0002662711","","","","","","0","","","","10.0115013518"
"2025-04-13","4.6800322784","2.1000028819","1.9770525097","1.1472295815","0","0.09","0.0266966664","","0.000462","0.00026593","0.0000008","","0.0000002485","","","0","0","","","10.0217428964"
"2025-04-14","4.6800310843","2.1000021816","1.9768774361","1.1472468765","","0.1","0.0266666664","","0.000441","0.000266763","","","","","","0","","","","10.0315320079"
"2025-04-15","4.6800276689","2.1000031297","1.9770529953","1.1472530012","0","0.08","0.0255705553","","0.000462","0.0002826212","0.0000004","","","","","0","0","","","10.0106523716"
"2025-04-16","4.6800246227","2.1000030737","1.9768777103","1.1472646054","0","0.09","0.0255555553","","0.000441","0.000271886","","","0.0000002485","","","0","0","","","10.0204387019"
"2025-04-17","4.6800255645","2.1000033002","1.9829392897","1.1472472667","","0.1","0.0266666664","","0.000441","0.0002484345","","","","","","0","","","","10.037571522"
"2025-04-18","4.6800227886","2.1000021375","1.9768786797","1.147239876","","0.08","0.0266666664","","0.000441","0.0002767289","","","","","","0","","","","10.0115278771"
"2025-04-19","4.6800165418","2.1000033308","1.9770531326","1.1475159316","","0.09","0.0266666664","","0.00042","0.0002601053","","0.0000005","0.0000002485","","","0","0","","","10.021936457"
"2025-04-20","4.6800160973","2.1000026231","1.9768780185","1.1472253056","0","0.1","0.0266666664","","0.00042","0.0002366598","","","","0.0000004782","","0","0","","","10.0314458489"
"2025-04-21","4.6808612172","2.1000035882","1.9770543037","1.1475335168","","0.08","0.0266666664","","0.000441","0.0002650592","","","","","","0","","","","10.0128253515"
"2025-04-22","4.6808732328","2.1000024989","1.9768787445","1.1472629375","","0.1","0.0266666664","","0.000441","0.000261306","","","","","","0","","","","10.0323863861"
"2025-04-23","4.6800157598","2.100004213","1.9770565907","1.1472450968","","0.08","0.0255705553","","0.000462","0.0002563196","","0.000001","","","","0","","","","10.0106115352"
"2025-04-24","4.6800159968","2.1000034408","1.9768808638","1.1475493858","0","0.11","0.0268166664","","0.000636","0.0019813623","0.0000084","0.000016","0.0000010038","0.0000009566","","0","0","","","10.0439100763"
"2025-04-25","4.6800215242","2.1000031408","1.9770543476","1.1472557165","0","0.11","0.0271916664","","0.000939","0.0062116949","0.0000276","0.000052","0.0000020056","0.0000019128","","0","0","","","10.0487606088"
"2025-04-26","4.6800267567","2.1000025316","1.9768778393","1.1472370656","0","0.09","0.0269216664","","0.000825","0.0039253639","0.0000212","0.000038","0.0000015042","0.0000014349","","0","0","","","10.0258783626"
"2025-04-27","4.6800274872","2.1000031546","1.9770526975","1.1472289406","0","0.1","0.0268166664","","0.000846","0.0020835117","0.0000084","0.000013","0.0000017537","0.0000009566","","0","0","","","10.0340825683"
"2025-04-28","4.6800266125","2.1000023936","1.9768779093","1.1472534292","0","0.09","0.0269366664","","0.000762","0.0033247192","0.000014","0.000027","0.0000015057","0.0000014349","","0","0","","0","10.0252276708"
"2025-04-29","4.6800169079","2.1000044315","1.9770568981","1.1472463519","0.0042","0.09","0.0257805553","","0.000753","0.0029872922","0.000012","0.0000235","0.0000015057","0.0000014349","","0","0","","","10.0280838775"
"2025-04-30","4.6800113543","2.1000021856","1.9827634959","1.1473045499","0.0049","0.09","0.0272066664","","0.000807","0.0056345631","0.0000288","0.000054","0.0000020076","0.0000019128","","0","0","","","10.0387165356"
"2025-05-01","4.6800116714","2.1000033096","1.9566443499","1.1472416875","0","0.09","0.0263314512","0.1","0.000924","0.0059344688","0.0000284","0","0.0000020076","0.0000019128","","0","0","","","10.1071232588"
"2025-05-02","4.6808476947","2.1000021404","1.9564696248","1.1472698183","0","0.1","0.0258964512","","0.000681","0.00128971","0.0000048","0","0.0000010038","0.0000009566","","0","0","","","10.0124631998"
