"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Container Service for Kubernetes($)","Relational Database Service($)","CloudWatch($)","Elastic Load Balancing($)","EC2 Container Registry (ECR)($)","S3($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Secrets Manager($)","SQS($)","SNS($)","Key Management Service($)","Lambda($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-07-24","36.3994244731","7.4567259567","7.4423507202","2.4","2.3471466075","0.6451612992","0.5820767992","0.0769880136","0.01166376","0.01","0.3094","0.000474","0.0213120456","0.0154232256","0.0006866531","0.0000509703","0.00252","","0.0000024979","0.0000012235","0.0000007308","0","0","","57.7214089763"
"2024-07-25","36.5745209567","7.454917267","7.4409357785","2.4","2.3438681434","0.6451612992","0.5811485899","0.0769880136","0.0109185557","0.01","0.2975","0.0005416","0.0213120456","0.0146132256","0.0001288","0.0000351792","0.002448","","0.0000026171","0.000001418","0.0000006003","0","0","","57.8750420898"
"2024-07-26","36.5745071402","7.454333632","7.4409256155","2.4","2.3467050572","0.6451612992","0.5811451133","0.0769880136","0.0131131585","0.01","0.3094","0.0005136","0.0213120456","0.0149732256","0.0001736177","0.0000491628","0.002592","","0.0000026169","0.0000011387","0.0000005742","0","0","","57.891897011"
"2024-07-27","36.5745219924","7.4551955803","7.4408818407","2.4","2.3471250474","0.6451612992","0.5811166683","0.0769880136","0.0135725856","0.01","0.2975","0.0003752","0.0213120456","0.0148832256","0.0001352","0.0000336803","0.002592","","0.0000026837","0.0000013746","0.0000005481","0","0","","57.8813989854"
"2024-07-28","36.5745078134","7.4542979187","7.4407876366","2.4","2.3459568509","0.6451612992","0.5809327093","0.0769880136","0.0136955954","0.01","0.2975","0.0001164","0.0213120456","0.0144332256","0.0001416","0.0000336803","0.002673","","0.0000025924","0.000001389","0.0000005742","0","0","","57.8785423442"
"2024-07-29","36.5745175427","7.760029582","7.4431947746","2.4","2.3462492205","0.6451612992","0.581051961","0.0782438849","0.0252106242","0.01","0.2499","0.0002848","0.0213120456","0.0144332256","0.0007209912","0.0002030516","0.00255","","0.000002708","0.0000010647","0.0000004698","0","0","","58.1530672456"
"2024-07-30","36.5747684662","7.5094665984","7.4421561394","2.4","2.3434897709","0.6451612992","0.5811475933","0.0789158136","0.0270774338","0.01","0.2261","0.0003104","0.0213120456","0.0144332256","0.0001368268","0.0000280901","0.0024","","0.0000027731","0.0000012996","0.0000004176","0","0","","57.8769081932"
"2024-07-31","37.7344206378","7.4552149295","7.4421140742","2.4","2.3469263874","0.6451612992","0.5810515611","0.0789158136","0.0278379568","","0.2261","0.000212","0.0213120456","0.0141632256","0.0003110406","0.0000417008","0.0027","","0.0000027278","0.0000010197","0.0000003915","0","0","","58.9764868112"
"2024-08-01","36.5745261115","7.4568441461","7.4411190787","2.4","2.3467444338","0.6451612992","0.5810573516","0.0789158136","0.0273918925","0.01","0","0.2002548","0.0213120456","0.0140732256","0.0010532","0.0000014546","0.002088","","0.0000027959","0.0000012686","0.0000003654","0","0","","57.8005472827"
"2024-08-02","36.6209658865","8.1407016971","7.4413911687","2.4","2.3466630473","0.6451612992","0.5810431741","0.0789158136","0.0280443613","0.01","0","0.0002372","0.0213120456","0.0151182256","0.001214","0.0000004141","0.00216","","0.000002751","0.0000014316","0.0000006264","0","0","","58.3329331421"
"2024-08-03","36.574529181","7.4461481677","7.4408600608","2.4","2.3458952474","0.6451612992","0.5737450665","0.0789158136","0.0271297191","0.01","0.014","0.0000792","0.0213120456","0.0144332256","0.0001152","0","0.002664","","0.0000027284","0.0000010347","0.0000004437","0","0","","57.5949924333"
"2024-08-04","36.5744980173","7.4449859215","7.4406841591","2.4","2.3457471806","0.6451612992","0.5736805778","0.0789158136","0.0269458192","0.01","0.0133","0.000046","0.0213120456","0.0144332256","0.000096","0","0.00216","","0.0000026616","0.0000012696","0.0000004176","0","0","","57.5919704083"
"2024-08-05","36.5745208949","7.4467179801","7.4409824438","2.4","2.3450293275","0.6451612992","0.5737145334","0.0789158136","0.0273962538","0.01","0.0133","0.0000928","0.0213120456","0.0138055912","0.0001104","0.0000003594","0.002592","","0.000002655","0.0000012996","0.0000004176","0","0","","57.5936561147"
"2024-08-06","36.3994639601","7.4556690013","7.4406111706","2.4","2.3445246406","0.6451612992","0.5737122666","0.0789158136","0.0272461589","0.01","0.0119","0.0001128","0.0213120456","0.0143432256","0.0001","0.000003399","0.002592","","0.0000025786","0.0000010497","0.0000004176","0","0","","57.425671827"
"2024-08-07","36.3996193474","7.4484150158","7.440941997","2.4","2.3460767508","0.6451612992","0.5737678984","0.0789158136","0.0269700755","0.01","0.2261","0.0000796","0.0213120456","0.0142532256","0.000096","0.000024","0.002592","","0.0000025723","0.0000010197","0.0000004176","0","0","","57.6343290785"
"2024-08-08","36.5747023897","7.4482198589","7.4405834454","2.4","2.3473089401","0.6451612992","0.5736661332","0.0789158136","0.0274434489","0.01","0.2856","0.0000236","0.0213120456","0.0141655912","0.0001168","0.0000268604","0.002592","","0.0000026389","0.0000013586","0.0000004959","0","0","","57.8698427196"
"2024-08-09","36.5746684225","7.4464459088","7.4408593842","2.4","2.3463719771","0.6451612992","0.5739722917","0.0792334366","0.0278910422","0.01","0.238","0.000048","0.0213120456","0.0144332256","0.000198353","0.0000384571","0.002592","","0.0000025729","0.0000013146","0.0000004437","0","0","","57.8212301748"
"2024-08-10","36.574675533","7.4468814089","7.4405725771","2.4","2.3453384274","0.6451612992","0.5736","0.07937502","0.0267064336","0.01","0.2261","0.0000116","0.0213120456","0.0143432256","0.000096","0.0000255","0.002592","","0.0000026613","0.0000009897","0.0000004176","0","0","","57.806795139"
"2024-08-11","36.5746663098","7.4462387951","7.4405859079","2.4","2.3450944475","0.6451612992","0.5736112889","0.07937502","0.0274681694","0.01","0.2856","0.0000136","0.0213120456","0.0147932256","0.0001408","0.00003","0.002592","","0.0000026663","0.0000013576","0.000000522","0","0","","57.8666874549"
"2024-08-12","36.5747050101","7.5342797997","7.4407452662","2.4","2.3475254474","0.6451612992","0.5736712444","0.081358428","0.0275494767","0.01","0.2261","0.0000352","0.0213120456","0.0142532256","0.0009676177","0.0000376099","0.002592","","0.0000026345","0.0000010347","0.0000004176","0","0","","57.9002977573"
"2024-08-13","36.3996237517","7.4655485043","7.4406312041","2.4","2.3457337607","0.6451612992","0.5802391769","0.0823615574","0.0270949367","0.01","0.2261","0.0000236","0.0213120456","0.0143432256","0.0018368","0.0000274076","0.002592","","0.0000027506","0.0000010347","0.0000004176","0","0","","57.6626334727"
"2024-08-14","36.5746853688","7.5231455148","7.4406529996","2.4","2.3453663741","0.6451612992","0.5796847071","0.0824965944","0.0272050498","0.01","0.2499","0.000034","0.0213120456","0.0144332256","0.0018312","0.0000231803","0.002592","","0.0000027704","0.0000013146","0.0000004437","0","0","","57.918528088"
"2024-08-15","36.5746688663","7.4517896015","7.4406308396","2.4","2.3458633474","0.6451612992","0.5736097767","0.0824965944","0.0271456733","0.01","0.2261","0.0000172","0.0213120456","0.0141632256","0.0018184","0.0000201787","0.002592","","0.0000033795","0.0000010197","0.0000003915","0","0","","57.817393839"
"2024-08-16","36.5746953796","7.4473684241","7.4406318187","2.4","2.3472946503","0.6451612992","0.5736112148","0.0824965944","0.027470171","0.01","0.2499","0.0000096","0.0213120456","0.0147032256","0.0018504","0.0000306797","0.002592","","0.0000026198","0.0000013286","0.0000004698","0","0","","57.8391319212"
"2024-08-17","36.5746506032","7.4469921024","7.4406108133","2.4","2.3457502538","0.6451612992","0.5736002815","0.0824965944","0.0271083312","0.01","0.2142","0.0000104","0.0213120456","0.0142532256","0.0018252","0.0000231797","0.002592","","0.0000024302","0.0000010197","0.0000003915","0","0","","57.8005901713"
"2024-08-18","36.5746243477","7.4467563019","7.4406411379","2.4","2.3425120909","0.6451612992","0.5736108148","0.0824965944","0.0271025177","0.01","0.2142","0.0000344","0.0213120456","0.0142532256","0.0018244","0.0000216787","0.002592","","0.0000025361","0.0000012846","0.0000003915","0","0","","57.7971470666"
"2024-08-19","36.574655022","7.4504972283","7.4406882377","2.4","2.3473769441","0.6451612992","0.5736288442","0.0824965944","0.0271234579","0.01","0.2261","0.000028","0.0213120456","0.0142532256","0.0018248","0.0000246787","0.002592","","0.0000025502","0.0000012846","0.0000003915","0","0","","57.817766604"
"2024-08-20","36.5747707998","7.5174790389","7.4410248524","2.4","2.347866004","0.6451612992","0.5737326981","0.0824965944","0.027696334","0.01","0.2975","0.0000484","0.0213120456","0.0148832256","0.0018696","0.0000336797","0.002592","","0.0000025725","0.0000011537","0.0000005742","0","0","","57.9584708721"
"2024-08-21","36.5747019205","7.4587028177","7.4407093574","2.4","2.3448220738","0.6451612992","0.573678711","0.0824965944","0.0277185522","0.01","0.2856","0.0032052","0.0213120456","0.0149732256","0.001876","0.0000336796","0.002592","","0.0000024616","0.0000011241","0.0000005742","0","0","","57.8875876369"
"2024-08-22","36.5746699386","7.4482840628","7.4407125793","2.4","2.3463301908","0.6451612992","0.5736361333","0.0824965944","0.0274331717","0.01","0.2856","0.0000308","0.0213120456","0.0147032256","0.0018632","0.0000321787","0.00252","","0.0000025277","0.0000013746","0.000000522","0","0","","57.8747898443"
"2024-08-23","36.5756567121","7.5107311564","7.4406838935","2.4","2.343808764","0.6451612992","0.573643111","0.0824965944","0.027866377","0.01","0.2975","0.0000516","0.0213120456","0.0149732256","0.0018696","0.0000336796","0.002232","","0.0000024383","0.000001388","0.0000005742","0","0","","57.9480244589"
"2024-08-24","36.575647608","7.4503401089","7.4405635947","2.4","2.346226354","0.6451612992","0.5736002667","0.0824965944","0.028115234","0.01","0.3332","0.000004","0.0213120456","0.0152432256","0.0019016","0.0000396787","0.002232","","0.0000024157","0.0000011687","0.0000006786","0","0","","57.9260878728"
"2024-08-25","36.5648718669","7.4497615309","7.4405684208","2.4","2.3479839239","0.6451612992","0.5736002667","0.0824965944","0.0281642713","0.01","0.3451","0.000028","0.0213120456","0.0147055912","0.0018956","0.0000396787","0.00216","","0.0000023258","0.0000014614","0.0000006786","0","0","","57.9278535554"
"2024-08-26","36.5756618112","7.4503860405","7.4405727544","2.4","2.3434253074","0.6451612992","0.5736002667","0.0824965944","0.0275754219","0.01","0.2737","0.000006","0.0213120456","0.0147932256","0.0018628","0.0000306796","0.002304","","0.0000023494","0.0000013736","0.0000005481","0","0","","57.8628925176"
"2024-08-27","40.297183606","7.4714302175","7.4405731577","2.4","2.347570324","0.6451612992","0.5736002667","0.0824965944","0.0279314493","0.01","0.3094","0.000022","0.0213120456","0.0149732256","0.001876","0.0000256796","0.00216","","0.0000024159","0.0000011247","0.0000006003","0","0","","61.6457200065"
"2024-08-28","36.5649150642","7.4514823124","7.4405692175","2.4","2.344080024","0.6451612992","0.5736002667","0.0824965944","0.027752971","0.01","0.2975","0.0000084","0.0213120456","0.0148832256","0.0018632","0.0000311786","0.002232","","0.0000024737","0.0000013746","0.0000005481","0","0","","57.8778921956"
"2024-08-29","37.7017989418","7.4502884869","7.4405646565","2.4","2.3476185074","0.6451612992","0.5736002667","0.0824965944","0.0275126268","0.01","0.2618","0.0000288","0.0213120456","0.0145232256","0.0018504","0.0000291796","0.002025","","0.0000022706","0.0000013596","0.0000004959","0","0","","58.9806141566"
"2024-08-30","38.8878849714","7.4513844075","7.4405683459","2.4","2.344468104","0.6451612992","0.5736002667","0.0824965944","0.0268342003","","0.0413","0.000012","0.0213120456","0.0134232256","0.0017792","0.0000186786","0.0024","","0.0000005019","0.0000016301","0.0000015654","0","0","","59.9326470366"
"2024-08-31","38.1548650419","7.450541237","7.4405702628","2.4","2.3482289972","0.6451612992","0.5736002667","0.0824965944","0.0264199082","0.02","0.0084","0.0000184","0.0213120456","0.0129732256","0.0017408","0.0000116786","0.002625","","","0.0000010366","0.0000009566","0","0","","59.1889667504"
"2024-09-01","36.5835084988","7.6083540126","7.4405676394","2.4","2.3443803396","0.66666666","0.5736002667","0.0852464784","0.0276037182","0.01","0","1.0000108","0.021312048","0.0134333344","0.0017508","0.0000001787","0.002592","","","0.0000015549","0.0000014349","0","0","","58.7790297646"
"2024-09-02","37.7355751242","7.6082345357","7.4405671585","2.4","2.3473285494","0.66666666","0.5736002667","0.0852464784","0.0272649036","0.01","0","0.0000324","0.021312048","0.0133933344","0.0017404","0.0000001796","0.002592","","","0.0000015551","0.0000014349","0","0","","58.9335570285"
"2024-09-03","38.8956376705","7.6396564961","7.4405781804","2.4","2.3449796162","0.66666666","0.5736002667","0.0852464784","0.0273486782","0.01","0","0.0000156","0.021312048","0.0133933344","0.0017408","0.0000001796","0.002592","","","0.0000015551","0.0000019128","0","0","","60.1227714764"
"2024-09-04","36.5756967162","7.6111808487","7.4405776653","2.4","2.3472385797","0.66666666","0.5736002667","0.0852464784","0.0273486835","","0","0.000006","0.021312048","0.0134033344","0.0017432","0.0000001787","0.002592","","","0.0000015549","0.0000014349","0","0","","57.7666156494"
"2024-09-05","36.5757062607","7.6553859352","7.440566482","2.4","2.3450247093","0.66666666","0.5736115556","0.0852464784","0.0272574263","0.01","0","0.0000448","0.021312048","0.0133933344","0.0017408","0.0000001787","0.00252","","","0.0000015549","0.0000009566","0","0","","57.8184791801"
"2024-09-06","37.7355847547","7.632362165","7.440626874","2.4","2.3462679362","0.66666666","0.5736110222","0.0852464784","0.0272531563","0.01","0.007","0.0000272","0.021312048","0.0133933344","0.0017408","0.0000001787","0.002448","","","0.0000015549","0.0000014349","0","0","","58.9635435977"
"2024-09-07","36.5756485308","7.6080609874","7.4406240314","2.4","2.3465543796","0.66666666","0.5736002667","0.0852464784","0.0272770639","0.01","0.0084","0.0000352","0.021312048","0.0134133344","0.0017428","0.0000001787","0.00252","","","0.0000018087","0.0000019128","0","0","","57.7811056808"
"2024-09-08","36.5756818465","7.6078837231","7.4405818556","2.4","2.344551706","0.66666666","0.5736002667","0.0852464784","0.0274349676","0.02","0.007","0.000016","0.021312048","0.0134133344","0.0017448","0.0000001787","0.002592","","","0.0000018198","0.0000014349","0","0","","57.7877291197"
"2024-09-09","36.5757033416","7.6082601681","7.4408909382","2.4","2.3465108094","0.66666666","0.5737082516","0.0852464784","0.0271724133","","0.0049","0.0000324","0.021312048","0.0133833344","0.0017408","0.0000001796","0.002448","","","0.00000129","0.0000009566","0","0","","57.7679780692"
"2024-09-10","36.5758794613","7.6313451848","7.440669166","2.4","2.3446388293","0.66666666","0.5736856","0.0852464784","0.0277958629","0.01","0.0112","0.00005","0.021312048","0.0134433344","0.001752","0.0000003537","0.002376","","","0.0000015549","0.0000019128","0","0","","57.8060644465"
"2024-09-11","36.5757100032","7.6103132256","7.4411022194","2.4","2.3466500694","0.66666666","0.5738668955","0.0852464784","0.0276053324","0.01","0.0063","0.0001348","0.021312048","0.0133933344","0.0018043857","0.0000018762","0.001944","","","0.0000018198","0.0000014349","0","0","","57.7820545829"
"2024-09-12","38.8044276705","7.6092523346","7.4406158385","2.4","2.344688343","0.66666666","0.5737739555","0.0852464784","0.0274931826","0.01","0.0077","0.0001864","0.021312048","0.0128577788","0.0017448","0.0000001796","0.002592","","","0.0000015549","0.0000014349","0","0","","60.0085606593"
"2024-09-13","36.5756475821","7.6093612013","7.4406204344","2.4","2.3476193757","0.66666666","0.5737491112","0.0852464784","0.0273500434","0.01","0.007","0.0001072","0.021312048","0.0134033344","0.0017428","0.0000111787","0.002592","","","0.0000015549","0.0000014349","0","0","","57.7824324374"
"2024-09-14","36.5756356679","7.6084410177","7.4405917536","2.4","2.3430803595","0.66666666","0.5736903998","0.0852464784","0.0273487652","","0.0063","0.0000536","0.021312048","0.0134033344","0.0017408","0.0000111796","0.001656","","","0.0000018083","0.0000009566","0","0","","57.765180829"
"2024-09-15","36.5757048792","7.609059897","7.4406827436","2.4","2.3475767333","0.66666666","0.5736880001","0.0852464784","0.0274287844","0.01","0.007","0.0000396","0.021312048","0.0134033344","0.0017452","0.0000126796","0.002592","","","0.0000018198","0.0000019128","0","0","","57.7821627706"
"2024-09-16","36.5757177567","7.6090732258","7.4410504567","2.4","2.3450693763","0.66666666","0.5737922967","0.0852464784","0.027981405","0.01","0.007","0.0000956","0.021312048","0.0134033344","0.0005709568","0.0000360241","0.00252","","","0.0000015549","0.0000014349","0","0","","57.7795386087"
"2024-09-17","36.534036098","7.7058812598","7.4416376701","2.4","2.3437018561","0.66666666","0.5738746734","0.0852464784","0.0277153048","0.01","0.0063","0.0001012","0.021312048","0.0134033344","0.0001189438","0.0000220674","0.002592","","","0.0000018202","0.0000019128","0","0","","57.8326133272"
"2024-09-18","36.7065179155","7.6057617379","7.4406917226","2.4","2.3489286025","0.66666666","0.5737959556","0.0852464784","0.0274276809","0.01","0.007","0.0001268","0.021312048","0.0134133344","0.0000168","0.0000111796","0.002592","","","0.0000015549","0.0000014349","0","0","","57.9095119052"
"2024-09-19","36.5757457727","7.6392031411","7.440690935","2.4","2.3437500362","0.66666666","0.5737697333","0.0852464784","0.0273711302","","0.007","0.0001124","0.021312048","0.0134133344","0.0000148","0.0000111796","0.001656","","","0.0000018083","0.0000014349","0","0","","57.7959668921"
"2024-09-20","37.3008083706","7.6106640062","7.4406591383","2.4","2.3466498596","0.66666666","0.5737222223","0.0852464784","0.0273426675","0.01","0.007","0.0000428","0.021312048","0.0134033344","0.0000148","0.0000111796","0.0018","","","0.0000015549","0.0000019128","0","0","","58.5053470326"
"2024-09-21","36.5757207595","7.6058948947","7.440580641","2.4","2.3455529226","0.66666666","0.5736336445","0.0852464784","0.0273648857","0.01","0.007","0.0000252","0.021312048","0.0134033344","0.0000148","0.0000126787","0.002592","","","0.0000015549","0.0000014349","0","0","","57.7750239373"
"2024-09-22","36.5757552398","7.60490329","7.4405892901","2.4","2.3457564362","0.66666666","0.5736811111","0.0852464784","0.027343946","0.01","0.0063","0.0000368","0.021312048","0.0134033344","0.0000148","0.0000111796","0.002592","","","0.0000020732","0.0000019128","0","0","","57.7736165996"
"2024-09-23","40.7525727746","7.8936073985","7.4407298527","2.4","2.347666466","0.66666666","0.5737910222","0.0852464784","0.0276089194","0.01","0.0077","0.0000848","0.021312048","0.0134233344","0.0000172","0.0000132252","0.002592","","","0.0000015549","0.0000014349","0","0","","62.2430351692"
"2024-09-24","50.2827086121","8.0343356258","7.4405984844","2.4","2.3431991562","0.66666666","0.5736739111","0.0852464784","0.0272701301","","0.0063","0.0000608","0.021312048","0.0134033344","0.0000148","0.0000111796","0.002664","","","0.0000015549","0.0000019128","0","0","","71.8974686878"
"2024-09-25","55.8713623173","8.0458950999","7.4406127166","2.4","2.3474152328","0.66666666","0.5736826666","0.0852464784","0.0272464825","0.01","0.0049","0.0001012","0.021312048","0.0128277788","0.0000116","0.0000073612","0.00252","","","0.0000018083","0.0000009566","0","0","","77.509810407"
"2024-09-26","57.9383781536","8.0339008236","7.4406033373","2.4","2.3462437294","0.66666666","0.5736746221","0.0852464784","0.028666419","0.01","0.0112","0.0000768","0.021312048","0.0134633344","0.0001436737","0.0000431223","0.002664","","","0.0000015549","0.0000019128","0","0","","79.5722866695"
"2024-09-27","65.0304275891","8.0335807086","7.4406491267","2.4","2.3451232729","0.66666666","0.5736974457","0.0852464784","0.028947928","0.01","0.0154","0.0000904","0.021312048","0.0135133344","0.0000528177","0.0000307228","0.002592","","","0.0000018083","0.0000019128","0","0","","86.6673342534"
"2024-09-28","46.5331677469","8.0329510389","7.4405800948","2.4","2.3470942562","0.66666666","0.573626","0.0852464784","0.0286452796","0.01","0.0161","0.0000208","0.021312048","0.0129877788","0.0000428","0.0000291796","0.002592","","","0.0000018198","0.0000014349","0","0","","68.1710654159"
"2024-09-29","45.6435343512","8.0336211589","7.4405772317","2.4","2.3449956694","0.66666666","0.5736239556","0.0852464784","0.0284715203","","0.0175","0.0000116","0.021312048","0.0135333344","0.0000388","0.0000306796","0.0027","","","0.0000018083","0.0000019128","0","0","","67.2718672086"
"2024-09-30","46.5026994384","8.0324774532","7.4405794791","2.4","2.3466579962","0.66666666","0.5736519556","0.0852464784","0.0286234735","0.01","0.0161","0.003218","0.021312048","0.0135333344","0.0000388","0.0000276796","0.0027","","","0.0000018198","0.0000019128","0","0","","68.143536529"
"2024-10-01","48.6262679721","7.9067689363","7.4418640374","2.4","2.3442304973","0.619354848","0.5738464022","0.0832625237","0.0279346343","0.01","0","1.0001356","0.021312","0.0131132256","0.002578","0.0000037761","0.002382","","","0.0000020732","0.0000014349","0","0","","71.0730579611"
"2024-10-02","54.7458699579","7.8640541588","7.4405842519","2.4","2.3476787907","0.6451612992","0.5736465778","0.0835066032","0.0277040775","0.01","0","0.000052","0.0213120456","0.0131232256","0.0034988","0.0000001787","0.0027","","","0.0000018083","0.0000019128","0","0","","76.178895688"
"2024-10-03","61.646655964","7.9055489228","7.4406184849","2.4","2.3464806709","0.6451612992","0.573690344","0.0835066032","0.0282553026","0.01","0.0168","0.0001964","0.0213120456","0.0130932256","0.0027228726","0.000003055","0.0027","","","0.0000018198","0.0000014349","0","0","","83.1367484451"
"2024-10-04","47.057088121","7.868869956","7.4405817196","2.4","2.3462531807","0.6451612992","0.5736278223","0.0835066032","0.0271090483","0.01","0.0245","0.0000772","0.0213120456","0.0131132256","0.0017668","0.0000001787","0.0027","","","0.0000017755","0.0000019128","0","0","0","68.5156708885"
"2024-10-05","45.6435312604","7.8624739446","7.4406098489","2.4","2.3445250874","0.6451612992","0.5736109334","0.0835066032","0.0276203616","","0.0308","0.0000144","0.0213120456","0.0131132256","0.0017668","0.0000001787","0.0027","","","0.0000017532","0.0000014349","0","0","","67.0907491767"
"2024-10-06","45.6435243643","7.8627037354","7.4406298275","2.4","2.3437693909","0.6451612992","0.5736149779","0.0835066032","0.0275969106","0.01","0.0294","0.0000132","0.0213120456","0.0131032256","0.0017648","0.0000001796","0.0027","","","0.0000020076","0.0000019128","0","0","","67.0988044802"
"2024-10-07","45.6435690585","7.8629316194","7.4406659043","2.4","2.3475553572","0.6451612992","0.5736835112","0.0835066032","0.0277041422","0.01","0.0308","0.0001356","0.0213120456","0.0130932256","0.0017668","0.0000001787","0.0027","","","0.0000015057","0.0000014349","0","0","","67.1045882857"
"2024-10-08","45.6435961385","7.8727894968","7.4406091001","2.4","2.3439365842","0.6451612992","0.5736462666","0.0835066032","0.0275465762","0.01","0.0287","0.0000768","0.0213120456","0.0131132256","0.0017648","0.0000001796","0.0027","","","0.0000020066","0.0000019128","0","0","","67.108463035"
"2024-10-09","45.6435701564","7.8634475818","7.4405716405","2.4","2.3467477373","0.6451612992","0.573610067","0.0835066032","0.0290499575","0.01","0.0245","0.0000136","0.0213120456","0.0130832256","0.0022726189","0.0001414862","0.0027","","","0.0000017581","0.0000014349","0","0","","67.0996912122"
"2024-10-10","45.6435973585","7.8632721588","7.4405774694","2.4","2.3449089942","0.6451612992","0.5736105949","0.0835066032","0.0275592354","0.01","0.0273","0.0000864","0.0213120456","0.0130932256","0.0017764","0.0000265761","0.0027","","","0.0000017537","0.0000019128","0","0","","67.0984920274"
"2024-10-11","45.8472390552","7.8635511014","7.4405959607","2.4","2.3446225406","0.6451612992","0.5736050668","0.0835066032","0.0279464321","0.01","0.0343","0.0000412","0.0213120456","0.0131132256","0.0017708","0.0000306796","0.0027","","","0.0000017537","0.0000014349","0","0","","67.3094991986"
"2024-10-12","45.6435371078","7.8629797954","7.4406360754","2.4","2.3470253704","0.6451612992","0.5736002667","0.0835066032","0.0278601512","","0.0357","0.0000076","0.0213120456","0.0131332256","0.0017708","0.0000351787","0.0027","","","0.0000015057","0.0000019128","0","0","","67.0989689377"
"2024-10-13","45.6435617338","7.8626481826","7.4406389025","2.4","2.3443715275","0.6451612992","0.5736092445","0.0835066032","0.0281273216","0.01","0.0343","0.000016","0.0213120456","0.0126055912","0.0017768","0.0000336796","0.0027","","","0.0000020076","0.0000019128","0","0","","67.1043728517"
"2024-10-14","45.6435685152","7.8638072549","7.440969889","2.4","2.3466621673","0.6451612992","0.5737695608","0.0835066032","0.0276901311","0.01","0.0357","0.0000812","0.0213120456","0.0125955912","0.0017728","0.0000351787","0.0027","","","0.0000017542","0.0000014349","0","0","","67.1093354253"
"2024-10-15","45.6436699945","7.8744845078","7.4411142925","2.4","2.347051344","0.6451612992","0.5737265807","0.0835066032","0.0280895462","0.01","0.0378","0.0000604","0.0213120456","0.0131432256","0.0018649038","0.0000426026","0.0024","","","0.0000020076","0.0000019128","0","0","","67.1234312661"
"2024-10-16","45.6435800274","7.8732629368","7.4407213157","2.4","2.3453597607","0.6451612992","0.5736651111","0.0835066032","0.0279452312","0.01","0.0343","0.00007","0.0213120456","0.0131532256","0.0017708","0.0000351787","0.002025","","","0.0000017591","0.0000019128","0","0","","67.1158722071"
"2024-10-17","45.6435743805","7.9012334265","7.4406824544","2.4","2.3451743072","0.6451612992","0.5736120445","0.0835066032","0.0274792105","0.01","0.0294","0.0000232","0.0213120456","0.0125655912","0.0017728","0.0000306787","0.0027","","","0.0000017542","0.0000012984","0","0","","67.1382310941"
"2024-10-18","45.643556445","7.8634713869","7.4408831906","2.4","2.3460032606","0.6451612992","0.5736663711","0.0835066032","0.0276051838","","0.0308","0.0000448","0.0213120456","0.0130932256","0.0017668","0.0000261796","0.0027","","","0.0000015057","0.0000019128","0","0","","67.0936002097"
"2024-10-19","45.6435464979","7.8618730572","7.4406433154","2.4","2.3458387006","0.6451612992","0.5736383112","0.0835066032","0.027605184","0.01","0.0287","0.0000264","0.0213120456","0.0131032256","0.0017648","0.0000291796","0.0027","","","0.0000020076","0.0000014349","0","0","","67.099452062"
"2024-10-20","45.643536023","7.8620277169","7.4405887199","2.4","2.3441557143","0.6451612992","0.5736174223","0.0835066032","0.0276914833","0.01","0.0266","0.000016","0.0213120456","0.0130432256","0.0017728","0.0000261786","0.0027","","","0.0000015047","0.0000019128","0","0","","67.0957586494"
"2024-10-21","45.6435802864","7.8635940566","7.4409160557","2.4","2.3453786739","0.6451612992","0.5736847472","0.0835066032","0.0271109265","0.01","0.0245","0.0000216","0.0213120456","0.0130632256","0.0017628","0.0000246786","0.0027","","","0.0000020066","0.0000014349","0","0","","67.09632044"
"2024-10-22","45.6435727105","7.9134464007","7.4408555437","2.4","2.347203591","0.6451612992","0.5736468019","0.0841244918","0.0273205245","0.01","0.0231","0.0000492","0.0213120456","0.0130532256","0.0017824","0.0000364066","0.002775","","","0.0000017542","0.0000019128","0","0","","67.1474433081"
"2024-10-23","45.6435791435","7.8689410502","7.4408440296","2.4","2.3424625738","0.6451612992","0.5736667492","0.0844250568","0.0290464491","0.01","0.0231","0.0000396","0.0213120456","0.0130532256","0.0022396461","0.0001280154","0.0018","","","0.0000017591","0.0000014349","0","0","","67.0998020781"
"2024-10-24","45.6435645991","7.8646445803","7.4405931811","2.4","2.3495734172","0.6451612992","0.5736421334","0.0844250568","0.0281687936","","0.021","0.0000368","0.0213120456","0.0124955912","0.002147413","0.0001247224","0.0027","","","0.0000017542","0.0000019128","0","0","","67.0895932999"
"2024-10-25","45.6435589039","7.8635637706","7.4405782029","2.4","2.3456378338","0.6451612992","0.5736067112","0.0844250568","0.0270146691","0.01","0.0252","0.0000204","0.0213120456","0.0130132256","0.0017612","0.0000171796","0.0027","","","0.0000017591","0.0000014349","0","0","","67.0975736923"
"2024-10-26","45.6435588403","7.8630327171","7.4405747502","2.4","2.3449864342","0.6451612992","0.5736115556","0.0844250568","0.0272697094","0.01","0.0245","0.0000216","0.0213120456","0.0130232256","0.0017524","0.0000201796","0.0027","","","0.0000017586","0.0000014349","0","0","","67.0959530071"
